Date,CESICNY Index,CESIEUR Index,CESIGBP Index,CESIJPY Index,CESIUSD Index,CL1 Comdty,CPDR3AFC Index,CTOTAUD Index,CTOTBRL Index,CTOTCAD Index,CTOTCNY Index,CTOTEUR Index,CTOTGBP Index,CTOTJPY Index,CTOTUSD Index,DXY Curncy,ES1 Index,ES1 Index,ES1 Index,ES1 Index,ES1 Index,FDTR Index,FEDL01 Index,FHLK1W Index,GC1 Comdty,GT10 Govt,GT2 Govt,HG1 Comdty,IRRBIOER Index,LB1 Comdty,MOVE Index,NDX Index,NDX Index,NDX Index,NDX Index,NDX Index,NDX Index,NQ1 Index,NQ1 Index,NQ1 Index,NQ1 Index,NQ1 Index,OBFR01 Index,RTY Index,RTY Index,RTY Index,RTY Index,RTY Index,RTY1 Index,RTY1 Index,RTY1 Index,RTY1 Index,RTY1 Index,SFR1 COMB Comdty,SFR1 COMB Comdty,SPF Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,TGCRRATE Index,TOMOTCSO Index,USGG12M Index,USGG1M Index,USGG3M Index,USGG6M Index,VIX Index
Date,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_HIGH,PX_LOW,PX_OPEN,PX_SETTLE,PX_VOLUME,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_HIGH,PX_LAST,PX_LOW,PX_OPEN,PX_VOLUME,TURNOVER,PX_HIGH,PX_LOW,PX_OPEN,PX_SETTLE,PX_VOLUME,PX_LAST,PX_HIGH,PX_LAST,PX_LOW,PX_OPEN,PX_VOLUME,PX_HIGH,PX_LAST,PX_LOW,PX_OPEN,PX_SETTLE,PX_LAST,PX_VOLUME,PX_LAST,PX_HIGH,PX_LAST,PX_LOW,PX_OPEN,PX_VOLUME,TURNOVER,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2002/3/12,,,,,,72.99,1.81,-11.57,-5.7,-0.62,-0.3,-0.76,0.84,-3.24,-3.71,117.8,1129.02,1115.96,1127.09,1128.54,7070,1.75,1.68,1.93,471.99,5.31,3.535,89.15,,305.9,124.5,1523.45,1520.54,1500.42,1510.06,968481400,23044179.16,1895.94,1818.35,1876.54,1849.87,6084,,500.75,498.88,495.03,500.75,,,,,,,,,367.02,1168.26,1165.58,1154.34,1168.26,1690744200,49287588.63,,,,1.781,1.839,2.054,19.59
2002/3/13,,,,,,72.87,1.81,-11.82,-5.74,-0.86,-0.26,-0.72,0.84,-3.02,-3.69,117.96,1132.88,1112.86,1128.54,1116.72,295071,1.75,1.73,1.92,471.99,5.279,3.461,89.03,,297.5,120.2,1512.4,1486.27,1482.41,1502.4,900828400,22331806.78,1856.5,1796.21,1849.87,1805.86,184583,,498.9,495.431,494.4,498.9,,,,,,,,,363.91,1165.58,1154.09,1151.01,1165.58,1707896300,48882821.03,,,,1.761,1.818,2.012,19.46
2002/3/14,,,,,,74.08,1.81,-11.64,-5.81,-0.77,-0.39,-0.81,0.9,-3.27,-3.8,117.29,1120.34,1112.86,1116.96,1115.03,234381,1.75,1.79,1.95,467.81,5.409,3.595,89.57,,297.5,121.33,1500.9,1477.19,1476.14,1488.36,819103100,19566983.06,1820.93,1788.97,1805.86,1797.41,171837,,499.48,497.739,494.9,495.45,,,,,,,,,364.53,1157.83,1153.04,1151.08,1154.09,1473802800,42602059.27,,,,1.782,1.849,2.054,19.2
2002/3/15,,,,,,73.93,1.8,-11.46,-5.89,-0.58,-0.41,-0.84,0.93,-3.41,-3.84,117.18,1128.78,1114.06,1115.51,1125.88,227876,1.75,1.8,2,466.04,5.327,3.581,90.23,,290,124.59,1498.52,1495.41,1470.49,1484.46,946695300,21466043.8,1817.91,1781.74,1795,1813.69,141876,,499.95,499.103,493.54,497.76,,,,,,,,,371.59,1166.48,1166.16,1153.04,1153.04,1890500900,59754478.29,,,,1.771,1.848,2.074,18.42
2002/3/18,,,,,,75.74,1.8,-11.31,-6.4,-0.23,-0.53,-0.99,1.05,-3.96,-4.1,117.46,1134.57,1120.34,1125.16,1126.37,274847,1.75,1.71,1.97,469.58,5.3,3.59,91.91,,306.6,118,1523.27,1505.89,1489.35,1511.83,779199600,19345649.37,1848.06,1804.65,1814.9,1822.14,158914,,503.55,502.776,498.68,499.12,,,,,,,,,369.52,1172.73,1165.55,1159.14,1166.16,1427870600,43836451.13,,,,1.761,1.858,2.094,18.93
2002/3/19,,,,,,75.05,1.8,-11.27,-6.32,-0.27,-0.55,-0.96,1.02,-3.86,-4.04,117.6,1136.26,1125.88,1126.13,1133.12,261004,1.75,1.67,1.93,470.7,5.286,3.54,92.63,,309.6,117.07,1519.12,1504.67,1496.67,1510.46,773593500,18616569.52,1844.44,1813.09,1820.93,1821.53,147016,,504.97,504.711,502.56,502.8,,,,,,,,,371.4,1173.94,1170.29,1165.55,1165.55,1474329200,44273160.32,,,,1.771,1.839,2.085,18.16
2002/3/20,,,,,,74.07,1.8,-11.32,-6.08,-0.47,-0.46,-0.88,0.95,-3.57,-3.93,117.22,1134.09,1111.41,1133.12,1111.89,302166,1.75,1.78,1.91,469.74,5.406,3.676,92.09,,314,121.05,1488.51,1451.02,1451.02,1482.1,825875000,20213499.27,1828.17,1754,1822.74,1754.6,171941,,504.73,499.018,499.04,504.73,,,,,,,,,365.19,1170.29,1151.85,1151.61,1170.29,1576142600,46696125.01,,,,1.751,1.838,2.116,18.46
2002/3/21,,,,,,76.03,1.79,-11.24,-6.55,0.04,-0.63,-1.07,1.08,-4.24,-4.17,117.52,1117.92,1101.28,1111.89,1112.38,290501,1.75,1.74,1.92,470.86,5.365,3.651,91.67,,324,123.33,1491.31,1488.97,1443.17,1452.18,849862200,20589914.62,1808.27,1747.97,1756.41,1801.64,181922,,505.45,505.405,497.91,499.04,,,,,,,,,365.17,1155.1,1153.59,1139.48,1151.85,1581565700,47348152.89,,,,1.772,1.818,2.105,18.15
2002/3/22,,,,,,75.25,1.81,-11.64,-6.31,-0.22,-0.5,-1,1.04,-3.9,-4.04,118.05,1118.41,1106.59,1112.62,1109.24,231494,1.75,1.68,1.91,478.09,5.404,3.705,89.99,,314,127.03,1491.03,1470.1,1467.16,1483.04,776443700,18449848.28,1807.66,1776.31,1802.84,1787.16,149994,,507.53,502.376,502.16,505.43,,,,,,,,,365.66,1156.49,1148.7,1144.6,1153.59,1470232800,42140212.77,,,,1.771,1.838,2.115,17.77
2002/3/25,,,,,,74.19,1.81,-11.71,-6.27,-0.18,-0.37,-0.95,1.02,-3.76,-3.95,118.1,1112.86,1093.32,1108.76,1095.97,255031,1.75,1.75,2.02,477.77,5.408,3.715,88.67,,304,120.81,1481.97,1427.6,1427.51,1473.62,741753200,17968152.71,1799.22,1728.68,1785.96,1731.69,171706,,503.3,496.366,496.01,502.4,,,,,,,,,359.73,1151.04,1131.87,1131.87,1148.7,1289001900,38782031.12,,,,1.761,1.807,2.126,18.48
2002/3/26,,,,,,75.28,1.81,-11.62,-6.27,-0.23,-0.46,-0.99,1.06,-3.87,-4.03,118.14,1109.24,1094.28,1095.73,1102,289497,1.75,1.71,2.01,476.97,5.343,3.63,89.63,,299.9,117.87,1462.5,1439.55,1423.03,1423.57,865411500,20552156.9,1772.69,1719.63,1734.1,1745.56,188024,,501.74,501.637,496.39,496.39,,,,,,,,,363.21,1147,1138.49,1131.61,1131.87,1510193600,45208862.62,,,,1.781,1.828,2.116,18.13
2002/3/27,,,,,,76.8,1.8,-11.42,-6.43,-0.33,-0.55,-1.06,1.11,-3.99,-4.12,118.54,1109,1096.94,1102,1104.9,190230,1.75,1.69,2,485.45,5.341,3.58,90.35,,293.3,117.91,1446.11,1436.51,1424.19,1431.35,828061100,19054543.68,1753.4,1724.46,1747.37,1734.1,103302,,506.05,505.821,501.16,501.66,,,,,,,,,367.03,1146.95,1144.58,1135.33,1138.49,1434754400,42945624.26,,,,1.761,1.798,2.085,17.7
2002/3/28,,,,,,78.1,1.79,-11.6,-6.39,-0.34,-0.66,-1.13,1.16,-4.16,-4.27,118.62,1116.24,1103.21,1104.41,1109,190233,1.75,1.77,2,486.09,5.4,3.727,91.79,,295.2,119.52,1463.02,1452.81,1443.29,1447.48,828878900,19211243.85,1770.28,1729.88,1731.09,1760.03,103311,,509.19,506.428,505.57,505.85,,,,,,,,,365.79,1154.45,1147.39,1144.58,1144.58,1404897100,41117569.76,,,,1.751,1.787,2.105,17.4
2002/3/29,,,,,,,1.76,,,,,,,,,118.62,,,,,,1.75,1.74,1.99,,5.396,3.711,,,,119.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.751,1.777,2.094,
2002/4/1,,,,,,79.8,1.79,-11.33,-6.62,0.05,-0.76,-1.27,1.25,-4.67,-4.45,117.77,1109.72,1094.52,1105.14,1104.41,226002,1.75,1.88,1.99,486.9,5.425,3.711,91.91,,295.7,119.7,1481.74,1478.52,1425.63,1440.38,811115300,19379607.2,1796.21,1725.06,1753.4,1788.97,164829,,506.46,504.479,498.4,506.46,,,,,,,,,363.75,1147.84,1146.55,1132.87,1147.39,1347323700,40275292.99,,,,1.771,1.777,2.105,18.73
2002/4/2,,,,,,82.26,1.8,-11.2,-6.96,0.21,-1.06,-1.52,1.43,-5.32,-4.82,117.92,1104.9,1097.18,1104.9,1098.14,270855,1.75,1.74,1.97,491.38,5.341,3.613,91.79,,292.6,117.2,1451.73,1410.41,1410.41,1444.95,962671200,22851556.01,1789.58,1706.37,1788.97,1705.76,190487,,504.5,500.444,500.49,504.5,,,,,,,,,364.89,1146.54,1136.77,1135.71,1146.54,1512175400,46612151.94,,,,1.771,1.808,2.116,19.16
2002/4/3,,,,,,81.81,1.79,-11.57,-6.88,0.04,-0.94,-1.44,1.37,-5.01,-4.72,117.68,1101.28,1081.5,1097.66,1090.66,297820,1.75,1.81,1.97,485.77,5.278,3.53,89.27,,302.6,125.36,1423.47,1394.21,1378.93,1417.78,914925000,21590751.43,1725.66,1668.38,1706.37,1704.56,186405,,501.53,496.578,495.87,500.49,,,,,,,,,361.18,1138.85,1125.4,1119.68,1136.76,1526392500,47789382.9,,,,1.761,1.787,2.064,20.2
2002/4/4,,,,,,78.91,1.79,-11.92,-6.7,-0.31,-0.75,-1.25,1.25,-4.37,-4.45,117.94,1093.08,1081.74,1090.18,1086.32,335576,1.75,1.74,1.99,483.37,5.258,3.539,88.06,,298.7,124.31,1411.66,1396.97,1377.88,1385.53,953109200,22926647.35,1710.59,1667.78,1703.35,1692.5,212990,,498.58,498.346,494.74,496.6,,,,,,,,,363.41,1130.45,1126.34,1120.06,1125.4,1595526600,49723268.8,,,,1.761,1.787,2.074,19.78
2002/4/5,,,,,,77.81,1.77,-12.08,-6.6,-0.43,-0.62,-1.12,1.17,-4.03,-4.24,117.69,1095.25,1081.25,1087.77,1086.08,290784,1.75,1.7,1.96,481.77,5.206,3.472,86.92,,299.5,120.67,1412.85,1376.72,1375.63,1405.92,779442400,18683987.74,1711.79,1662.35,1693.71,1675.01,180919,,501.15,497.73,497.51,498.37,,,,,,,,,365.64,1133.31,1122.73,1119.49,1126.34,1355863000,41694504.04,,,,1.741,1.756,2.012,19.13
2002/4/8,,,,,,78.79,1.78,-12.11,-6.99,-0.35,-0.73,-1.22,1.26,-4.33,-4.43,118.2,1089.22,1071.12,1086.56,1088.01,354121,1.75,1.72,1.95,482.25,5.262,3.513,86.92,,296.8,119.64,1395.25,1392.96,1342.99,1346.77,875837800,21474702.01,1694.31,1617.73,1670.19,1691.9,216504,,503.02,502.989,493.76,497.76,,,,,,,,,366.99,1125.41,1125.29,1111.79,1122.73,1454203900,45714653.25,,,,1.741,1.746,2.012,19.61
2002/4/9,,,,,,76.65,1.77,-12.09,-6.62,-0.48,-0.59,-1.06,1.13,-3.92,-4.2,117.56,1091.87,1078.6,1089.7,1081.25,333302,1.75,1.68,1.9,479.37,5.202,3.43,87.4,,304.7,117.1,1405.1,1345.32,1345.11,1397.59,971120400,22533962.42,1702.75,1629.19,1697.32,1635.22,220926,,505.44,502.985,502.7,503.01,,,,,,,,,369.08,1128.29,1117.8,1116.73,1125.29,1631122300,48439704.33,,,,1.72,1.706,2.002,19.47
2002/4/10,,,,,,77.57,1.77,-12.02,-6.74,-0.53,-0.59,-1.09,1.18,-3.96,-4.23,117.56,1093.8,1079.81,1081.25,1092.35,417344,1.75,1.73,1.9,484.17,5.233,3.447,87.1,,298.4,118.74,1375.14,1363.29,1332.68,1356.47,1232564200,27078324.59,1665.37,1611.7,1635.22,1646.68,253611,,511.3,511.273,503.01,503.01,,,,,,,,,370.21,1131.76,1130.46,1117.8,1117.8,2028813700,56607507.82,,,,1.7,1.705,1.981,18.19
2002/4/11,,,,,,74.19,1.77,-12.02,-6.44,-0.75,-0.36,-0.88,1.03,-3.3,-3.88,117.37,1093.32,1064.37,1092.35,1065.33,435034,1.75,1.83,1.94,484.97,5.206,3.422,86.92,,291.8,118.81,1360.62,1324.65,1322.25,1352.76,1012913200,21908614.03,1653.91,1599.04,1649.09,1605.67,227213,,511.3,503.708,503.6,511.3,,,,,,,,,360.78,1130.47,1103.69,1102.42,1130.47,1861824100,54716872.25,,,,1.711,1.705,1.96,20.3
2002/4/12,,,,,,69.67,1.76,-12.21,-5.97,-0.85,-0.01,-0.61,0.83,-2.51,-3.4,117.74,1075.46,1064.85,1064.85,1073.05,350240,1.75,1.79,1.94,484.81,5.156,3.363,86.2,,285.9,114.03,1356.83,1351.85,1325.57,1340.66,844384000,18709251.71,1643.66,1602.06,1606.28,1631.6,184830,,515.47,515.433,503.73,503.73,,,,,,,,,364.88,1112.77,1111.01,1102.74,1103.69,1510462000,44972136.15,,,,1.71,1.705,1.95,19.42
2002/4/15,,,,,,72.94,1.76,-11.95,-6.47,-0.45,-0.27,-0.86,1.06,-3.33,-3.85,117.73,1077.64,1061.47,1073.54,1065.57,348581,1.75,1.84,1.97,481.29,5.138,3.337,86.08,,275.9,109.64,1364.24,1355.09,1336.42,1358.76,738106300,17103282.98,1652.1,1615.92,1634.62,1642.45,185441,,517.39,512.713,510.43,515.46,,,,,,,,,359.93,1114.86,1102.55,1099.41,1111.01,1351127700,41066447.39,,,,1.7,1.705,1.939,19.82
2002/4/16,,,,,,73.47,1.77,-11.73,-6.35,-0.59,-0.4,-0.89,1.07,-3.34,-3.89,117.37,1091.39,1065.33,1065.33,1090.18,298111,1.75,1.68,1.91,479.37,5.192,3.379,87.28,,270.4,111.67,1414.76,1413.93,1382.86,1382.86,947486500,21527245.49,1713,1643.06,1644.87,1709.99,155213,,522.96,522.926,512.74,512.74,,,,,,,,,367.6,1129.4,1128.37,1102.55,1102.55,1718361000,49966757.23,,,,1.69,1.736,1.981,18.11
2002/4/17,,,,,,77.01,1.76,-11.28,-6.43,-0.29,-0.66,-1.13,1.2,-4.02,-4.19,116.6,1095.97,1084.39,1091.87,1088.49,281483,1.75,1.73,1.89,484.65,5.233,3.362,88.55,,270.2,108.62,1426.01,1403.71,1393.19,1422.42,1025840300,22181259.65,1736.52,1684.66,1728.07,1702.75,168227,,523.79,518.75,518.77,522.95,,,,,,,,,369.32,1133,1126.07,1123.37,1128.37,1816222700,52654175.65,,,,1.659,1.716,1.909,18.43
2002/4/18,,,,,,77.72,1.75,-11.51,-6.33,-0.3,-0.74,-1.19,1.24,-4.16,-4.3,116.39,1093.08,1069.68,1087.77,1083.67,359020,1.75,1.71,1.89,488.5,5.198,3.311,87.4,,273.5,101.64,1410.93,1395.9,1369.92,1397.75,898047700,21616376.25,1717.22,1656.32,1700.94,1673.21,177761,,519.56,518.547,513.78,518.77,,,,,,,,,367.78,1130.49,1124.47,1109.29,1126.07,1676029800,51609729.84,,,,1.69,1.726,1.888,19.29
2002/4/19,,,,,,78.31,1.74,-11.67,-6.29,-0.22,-0.77,-1.22,1.26,-4.26,-4.37,116.29,1091.15,1077.39,1079.81,1087.29,210311,1.75,1.67,1.86,484.97,5.198,3.318,88.12,,277.5,100.46,1408.31,1385.01,1382.89,1408.31,900377400,19963486.54,1709.99,1651.5,1656.32,1675.01,125435,,520.36,517.381,517.02,518.57,,,,,,,,,367.91,1128.82,1125.17,1122.59,1124.47,1575191100,46454964.13,,,,1.6646,1.7205,1.893,18.3
2002/4/22,,,,,,78.19,1.76,-11.57,-6.25,-0.15,-0.8,-1.24,1.26,-4.31,-4.37,116.44,1088.49,1067.26,1088.01,1069.43,274229,1.75,1.73,1.86,485.93,5.178,3.309,89.39,,278.6,95.93,1365.34,1349.83,1336.99,1365.34,1055330800,17460443.89,1678.03,1615.92,1673.81,1632.2,152552,,517.4,510.913,510.5,517.4,,,,,,,,,362.75,1125.17,1107.83,1105.62,1125.17,1638335600,43054830.5,,,,1.6442,1.7102,1.8723,19.77
2002/4/23,,,,,,78.84,1.75,-11.72,-6.27,-0.12,-0.8,-1.27,1.28,-4.42,-4.42,116.57,1074.74,1060.75,1070.4,1064.61,355381,1.75,1.71,1.83,487.54,5.163,3.326,87.94,,284.3,96.3,1357.01,1322.81,1316.15,1348.93,1173382200,20629065.93,1647.88,1590.6,1632.2,1603.87,186264,,512.07,510.266,509.53,510.93,,,,,,,,,360.9,1111.17,1100.96,1098.94,1107.83,1901482500,50074882.22,,,,1.6543,1.7209,1.9141,20.28
2002/4/24,,,,,,78.13,1.75,-11.92,-6.15,-0.43,-0.75,-1.18,1.23,-4.05,-4.27,116.15,1070.88,1053.27,1064.13,1053.51,345431,1.75,1.76,1.88,487.86,5.113,3.233,88.42,,280.8,99.22,1337.34,1302.32,1300.95,1334.87,1097961300,21705317.32,1626.78,1572.51,1605.07,1577.94,187214,,514.57,507.299,506.76,510.29,,,,,,,,,359.17,1108.46,1093.14,1092.51,1100.96,1730875800,48189459.91,,,,1.6441,1.7106,1.8831,20.77
2002/4/25,,,,,,79.17,1.74,-12,-6.42,-0.57,-0.8,-1.21,1.26,-4.04,-4.34,115.45,1056.65,1045.55,1054.48,1054.24,371957,1.75,1.82,1.89,493.94,5.095,3.273,87.7,,280.7,102.48,1315.02,1302.32,1287.83,1295.59,1124265300,22417940.85,1590.6,1556.83,1579.75,1576.13,207996,,509.07,508.833,503.31,507.32,,,,,,,,,355.75,1094.36,1091.48,1084.81,1093.14,1951438500,54622020.1,,,,1.6648,1.731,1.883,20.95
2002/4/26,,,,,,80.3,1.74,-11.87,-6.63,-0.39,-0.91,-1.29,1.31,-4.34,-4.48,115.04,1059.3,1032.76,1054.72,1034.45,359819,1.75,1.79,1.91,499.54,5.056,3.208,88.48,,290.7,100.27,1316.65,1250.89,1250.82,1310.8,1092550100,21332662.95,1593.61,1508,1577.94,1509.8,216556,,509.95,501.482,501.29,508.85,,,,,,,,,353.97,1096.77,1076.32,1076.31,1091.48,1747716600,48745084.18,,,,1.6748,1.7307,1.8724,22.14
2002/4/29,,,,,,81.66,1.76,-11.78,-6.82,-0.14,-1.03,-1.41,1.41,-4.73,-4.68,114.89,1041.93,1026.25,1034.69,1027.7,325832,1.75,1.81,1.93,498.58,5.122,3.257,88.25,,292.5,99.26,1267.77,1246.75,1228.94,1256.58,1150422200,20431442.45,1533.92,1484.48,1515.83,1508.6,206917,,502.36,500.526,498.08,501.5,,,,,,,,,350.98,1078.95,1065.46,1063.62,1076.32,1816073700,45480066.81,,,,1.7153,1.7613,1.9136,24.05
2002/4/30,,,,,,80.83,1.75,-11.68,-6.74,0.1,-0.96,-1.42,1.42,-4.82,-4.65,115.19,1045.31,1026.25,1028.18,1039.52,323154,1.75,1.82,1.95,494.9,5.087,3.224,88.07,,286.3,101.45,1292.19,1277.07,1243.52,1245.65,1260642200,22508031.74,1564.67,1494.13,1511.01,1543.57,219074,,510.68,510.65,499.96,500.54,,,,,,,,,355.53,1082.62,1076.92,1063.46,1065.45,2128545900,54611239.54,,,,1.7356,1.7618,1.8934,21.91
2002/5/1,,,,,,79.23,1.76,-11.89,-6.78,0.04,-0.82,-1.29,1.34,-4.48,-4.44,114.54,1051.1,1027.46,1039.04,1050.38,379536,1.75,1.88,1.95,495.22,5.06,3.192,86.88,,288.1,101.09,1278.02,1267.43,1232.36,1273.63,1360607600,23547886.77,1550.8,1488.7,1542.97,1533.32,250130,,512.07,510.813,502.58,510.67,,,,,,,,,357.49,1088.32,1086.46,1065.29,1076.92,2168350900,53595761.91,,,,1.705,1.7617,1.8831,20.06
2002/5/2,,,,,,77.72,1.75,-12.1,-6.4,-0.06,-0.73,-1.19,1.25,-4.18,-4.31,114.87,1053.99,1041.45,1050.13,1046.52,310755,1.75,1.79,1.97,493.94,5.095,3.216,87.65,,291,100.61,1284.3,1225.37,1224.66,1262.66,1288799700,23050440.19,1554.42,1479.66,1535.13,1482.07,208433,,514.17,513.347,509.8,510.83,,,,,,,,,361.37,1091.42,1084.56,1079.46,1086.46,1986431200,49596249.21,,,,1.7258,1.7514,1.8933,20.07
2002/5/3,,,,,,78.84,1.76,-12.01,-6.54,0.13,-0.84,-1.28,1.3,-4.47,-4.43,113.59,1049.89,1031.32,1047,1035.42,312252,1.75,1.73,1.95,500.18,5.056,3.15,86.28,,301.9,93.02,1224.37,1190.74,1185.79,1223.89,1272047300,21843912.5,1495.33,1430.82,1484.48,1444.08,185071,,513.37,512.305,508.93,513.37,,,,,,,,,359.27,1084.56,1073.43,1068.89,1084.56,1923168300,46128811.95,,,,1.7052,1.7512,1.862,20.19
2002/5/6,,,,,,77.36,1.75,-12.17,-6.25,-0.06,-0.79,-1.17,1.23,-4.12,-4.28,113.66,1038.8,1013.22,1036.14,1014.91,357636,1.75,1.75,1.95,498.58,5.066,3.141,85.21,,306.9,91.92,1204.35,1161.16,1160.99,1191.53,987341300,17697390.13,1456.74,1401.87,1447.7,1405.49,205004,,513.08,502.893,502.51,512.32,,,,,,,,,351.36,1075.96,1052.67,1052.65,1073.43,1579965600,40120354.75,,,,1.7255,1.7511,1.8516,22.56
2002/5/7,,,,,,78.87,1.75,-12.09,-6.41,0.05,-0.83,-1.24,1.28,-4.34,-4.35,113.92,1022.63,1009.12,1014.91,1010.81,355300,1.75,1.72,1.95,499.22,5.056,3.116,86.52,,304.5,91.84,1178.88,1159.25,1142.25,1173.76,1330324900,23366020.05,1425.39,1380.17,1406.7,1394.04,232308,,504.07,498.958,498.97,502.91,,,,,,,,,349.45,1058.67,1049.49,1048.96,1052.67,2065054600,50909280.91,,,,1.7152,1.7414,1.8521,21.94
2002/5/8,,,,,,82.49,1.75,-12.02,-6.56,0.2,-1.05,-1.43,1.4,-4.83,-4.61,114.91,1051.82,1014.43,1014.91,1048.45,420083,1.75,1.71,,493.78,5.218,3.313,87.35,,308,108.6,1282.44,1282.41,1212.76,1212.99,1464863900,28915194.45,1549,1412.73,1415.74,1544.78,282935,,509.83,509.734,498.98,498.98,,,,,,,,,359.48,1088.92,1088.85,1049.49,1049.49,2246390900,58423688.87,,,,1.7253,1.7515,1.8934,20.39
2002/5/9,,,,,,81.98,1.76,-12.04,-6.47,0.13,-1.01,-1.39,1.37,-4.66,-4.51,114.52,1051.82,1034.69,1047.48,1036.38,334526,1.75,1.74,1.97,495.86,5.164,3.23,87,,301.5,107.79,1281.2,1240.41,1239.02,1268.91,1086258600,21224606.65,1550.8,1496.54,1542.97,1502.57,234608,,509.85,501.373,501.37,509.75,,,,,,,,,356.02,1088.85,1073.01,1072.23,1088.85,1653955100,43825558.59,,,,1.7156,1.7514,1.8726,21.56
2002/5/10,,,,,,82.9,1.75,-11.99,-6.62,0.26,-1.11,-1.45,1.4,-4.89,-4.61,113.92,1041.69,1015.64,1036.38,1017.08,350010,1.75,1.74,1.97,498.26,5.118,3.164,88.01,,307.5,103.19,1248.96,1188.78,1186.08,1247.09,1091739500,20130150.35,1518.85,1432.02,1503.17,1433.83,231623,,502.28,492.718,492.24,501.39,,,,,,,,,350.83,1075.43,1054.99,1053.93,1073.01,1733843100,42576020.64,,,,1.7154,1.7512,1.862,22.41
2002/5/13,,,,,,84.06,1.77,-11.9,-6.48,0.26,-1.17,-1.49,1.44,-5.01,-4.65,114.15,1038.31,1016.6,1017.08,1037.83,353661,1.75,1.75,1.96,497.62,5.223,3.254,87.89,,301,101.73,1244.02,1241.54,1192.9,1200.69,992259600,18474066.64,1504.38,1431.42,1439.86,1495.33,233774,,499.85,499.709,492.42,492.73,,,,,,,,,356.8,1074.84,1074.56,1053.9,1054.99,1578930500,39999340.4,,,,1.7458,1.7715,1.8826,20.72
2002/5/14,,,,,,86.96,1.75,-11.86,-6.77,0.4,-1.35,-1.64,1.55,-5.48,-4.91,115.09,1061.23,1036.62,1037.83,1060.03,365501,1.75,1.69,1.96,492.34,5.278,3.354,88.78,,300.2,105.05,1309.32,1305.55,1282.1,1287.73,1758400900,27158180.39,1585.78,1492.32,1496.54,1582.76,215728,,512.11,511.704,499.72,499.72,,,,,,,,,362.44,1097.71,1097.28,1074.56,1074.56,2457613700,53369192,,,,1.7457,1.7618,1.9347,19.35
2002/5/15,,,,,,83.38,1.77,-11.95,-6.32,0.04,-1.07,-1.39,1.37,-4.68,-4.48,114.12,1066.54,1050.86,1060.27,1056.17,433309,1.75,1.84,1.95,494.58,5.246,3.312,89.08,,294.5,102.95,1350.54,1311.05,1280.07,1290.4,1498402100,26871332.78,1632.81,1547.19,1585.17,1592.41,313635,,515.26,513.52,508.5,511.72,,,,,,,,,361.15,1104.23,1091.07,1088.94,1097.28,1903165400,55461726.71,,,,1.7355,1.7515,1.9141,19.19
2002/5/16,,,,,,82.78,1.77,-12.08,-6.15,-0.02,-1.06,-1.36,1.35,-4.6,-4.48,114.13,1062.2,1051.1,1055.2,1060.51,349976,1.75,1.76,1.93,496.34,5.169,3.245,88.01,,,99.61,1319.52,1315.85,1296.11,1309.25,970262900,18918894.95,1605.07,1564.07,1587.59,1596.03,200258,,513.54,507.386,506.02,513.54,,,,,,,,,364.64,1099.29,1098.23,1089.17,1091.07,1493228000,44639103.01,,,,1.7156,1.7412,1.883,18.5
2002/5/17,,,,,,83.47,1.76,-12.27,-6.23,-0.08,-1.1,-1.37,1.37,-4.59,-4.51,113,1070.16,1058.58,1060.99,1066.54,296585,1.75,1.7,1.92,497.62,5.253,3.37,86.82,,285.8,100.88,1342.43,1325.8,1305.71,1333.23,938636000,19057349.77,1629.19,1576.73,1597.84,1599.04,171257,,510.18,508.92,505.73,507.4,,,,,,,,,366.62,1106.59,1106.59,1096.77,1098.23,1519727500,45242269.11,,,,1.7154,1.7512,1.924,17.7
2002/5/20,,,,,,83.91,1.77,-12.42,-6.21,-0.23,-1.09,-1.36,1.37,-4.5,-4.48,112.82,1067.75,1052.55,1066.06,1055.2,264978,1.75,1.72,1.93,505.78,5.2,3.295,86.52,,287.5,99.51,1313.26,1292.21,1284.74,1309.83,822139600,15060204.63,1603.26,1550.2,1598.44,1565.88,170095,,508.94,503.152,502.59,508.94,,,,,,,,,360.04,1106.59,1091.88,1090.61,1106.59,1159207700,34937574.44,,,,1.7153,1.7409,1.9136,19.24
2002/5/21,,,,,,81.44,1.76,-12.68,-5.96,-0.47,-0.94,-1.2,1.26,-3.98,-4.24,112.8,1062.2,1041.45,1054.96,1045.07,346435,1.75,1.68,1.92,505.94,5.15,3.228,86.7,,284.5,101.55,1309.62,1255.91,1251.53,1300.82,1002207400,18888685.34,1582.76,1509.2,1566.48,1520.05,214045,,504.89,495.44,494.27,503.17,,,,,,,,,357.66,1099.55,1079.88,1079.08,1091.88,1437794000,42087144.15,,,,1.7152,1.7414,1.9141,20.05
